Hi, my name is Jordan and I'm gonna be reviewing the movie Napoleon Dynamite, and this movie was really, really, really funny. [FILLER_WORD]  A lot of people [FILLER_WORD] they didn't think it was very funny. It's really a kind of cult classic kind of movie. [FILLER_WORD] You'll only like it if you're into kid of strange, bizarre humor. [FILLER_WORD] Things that [FILLER_WORD]  you usually wouldn't find funny were in this movie. [FILLER_WORD]  It's basically about [FILLER_WORD] a guy who's really a geek, a big geek and [FILLER_WORD] he tries to get his Mexican friend to [FILLER_WORD]  to run for class president and that's basically the premise of the movie. There there (stutter) isn't much of a plot it's mostly just humorous situations and I spent most of the movie laughing, I thought it was really funny.  However, a lot of my friends, a lot people I know thought the movie was completely stupid and a waste of time. So it really depends on your humor. I find random stuff and things like that funny. So if you find random things and [FILLER_WORD],  you know, stuff like that funny then I would definitely pick this up. But if not, I'd stay away.	6.403
Hi, I am doing my video premium for Wolf's Rain - Recollections.   This is the fourth DVD in the series i'm xxx but completely unnecessary. It contains four episodes and each episode is   it focuses on one of the four main characters retelling what's happen so far in the story from their perspectives.   The [FILLER_WORD] video, the animation in the episode most of like most like (stutter) almost all if not all is rehashed in this animation is just [FILLER_WORD] taken out from the previous episodes  so they didn't even make the original animations  because they are retelling the story that's already happened so they are just reusing all that animation.   The audio is new but it doesn't tell you very much. It's just [FILLER_WORD]   pretty obvious stuff you know. They're basically saying this happened and this happened. It seems like they made this DVD just to   fill a gap [FILLER_WORD] during the time where they couldn't make new episodes I guess   I don't know but it's [FILLER_WORD] pretty upsetting but this DVD costs the same price as all the other DVDs in this series   when it has nothing new.   So, if you're a die hard fan and you wanna xxx and if you just want to watch everything in Wolf's Rain Wolf's Rain (stutter)  [FILLER_WORD] then you can get it but I wouldn't recommend it. It's [FILLER_WORD]   you know just get three then go on to five.   You'll get all the story and you won't waste an hour and twenty minutes   or your money watching [FILLER_WORD]   what you already paid for and watched before   so I give it two out of five stars because it is Wolf's Rain but just all a rehash.	5.354
Hey, you all. How's it going? My name is Jordan, and I'm going to be reviewing a movie today. And that movie is called Crank.   Now [FILLER_WORD] I don't know about you all, but I have seen tons and tons of advertisements for this movie. And when I saw the advertisements, it looked like a really action-packed kind of [FILLER_WORD] suspenseful movie that I thought I was really going to enjoy. However, I got into the theater, and I started watching the movie and everything, and everything was extremely cheesy.  [FILLER_WORD] Basically, it's about this guy who gets injected with this kind of serum or something that makes it so he cannot let his heartbeat drop below a certain rate and, or he'll die.   So, basically, the entire movie, he's trying to keep his heartbeat up while trying to, you know, get back at the people who did this to him, say goodbye to his girlfriend, you know, tell the people that he, that he knows that he's dying and things like that.   But [FILLER_WORD] a lot of the movie didn't really make sense. There was a lot of plot holes. I wouldn't really recommend it if you're kind of [FILLER_WORD] if you like to think about things and, you know, if if (stutter) you're looking for just sheer blow-up stuff and, you know, things going fast and things blowing up, then I would definitely recommend seeing this movie. However, if you're looking for a sophisticated action movie that make sense, then I would not recommend this.  [FILLER_WORD] The acting is only so-so. I didn't really care for the main actor. I never really cared for any of his movies. They all seem the same to me. [FILLER_WORD] But [FILLER_WORD] but (stutter) overall, I was not very happy with this movie. I would not recommend it for people to go out and see it. I kind of wish I wouldn't have seen it, because the previews were better than the actual movie. The previews showed the best parts of the movie. The previews showed the biggest action part of the movie. And so [FILLER_WORD] I wouldn't really recommend it.  So if you're looking for a good action movie, try to go see something else because this one is just not worth it. So definitely stay away from Crank. But [FILLER_WORD] that sounds kind of funny, but the movie, stay away from Crank, the movie.   [FILLER_WORD] Yeah, but that's it.	5.354
Today I'll be reviewing   Saving Private Ryan DVD.   [FILLER_WORD] Saving Private Ryan is a very good movie starring Tom Hanks.   It's about   four brothers all with the last name Ryan who are in World War Two,   and three of them die and   the last one   has to   be saved because of [FILLER_WORD] U.S. law.   The last remaining brother has to carry on the name.   And   Tom Hanks after the successful,   the D-Day mission   has to travel all across Europe with   his own [FILLER_WORD]   small batallion of [FILLER_WORD] soldiers.   And has to rescue   the last brother.   And [FILLER_WORD]   The very good movie teaches you a lot about   history and about the soldiers and what they went through during World War Two.   It's [FILLER_WORD] one of my favorite movies   and [FILLER_WORD]   it's won five Academy Awards.   [FILLER_WORD]   It's overall it's just a very good movie   and   this has been my review for Saving Private Ryan DVD.	2.517
Alright, the film I'm reviewing right here is a Paramount [FILLER_WORD] movie.  It's [FILLER_WORD] Jackass The Movie, Special Collectors Edition.   This is a great movie.   I think this is one of the funniest movies I've probably seen in a   long time.  [FILLER_WORD] I dunno, it's a compilation of a whole bunch of stupid stunts by   the MTV gang, Johnny Knoxville, Steve O, and all those guys.   It's really funny.   It's really stupid, so you have to have an open mind because there's a lot   of male nudity and [FILLER_WORD] just absolutely retarded stuff so.   I'd say it's really good, and you should see it only if you have a   very like, you're not squeamish or anything like that, so yeah.  I put that warning out there, not for younger kids.   This is R rated and [FILLER_WORD] a lot lot of crazy stuff that your kids will   try to do if you don't yeah so don't let them see this at all.  But [FILLER_WORD] yeah for me hilarious, funny.   Watch it with the guys.   Watch it with anybody.   It's hilarious, good college film.   So Jackass The Movie, Special Collectors Edition, five out of five.	4.726
This is the Garfield: Holiday Celebration DVD.  I absolutely love the Garfield Christmas. I watch it every year and I taped it and I have it on VHS and I taped it to DVD, taped out the commercials and stuff. So when I saw I could actually purchase the DVD, I jumped on it.   And it also includes the Garfield Halloween adventure and Garfield Thanksgiving and then of course the Garfield Christmas.  What I like about it is that it is one DVD, that is it. You can have all three on one. It's perfect. There, I think what, twenty-two or twenty-three minutes long because they were, you know, on television.  [FILLER_WORD] I love it. I've watched it every year with my daughter. Through the (stutter)  [FILLER_WORD] Halloween and then Thanksgiving. For the Halloween one you know they go on their little adventure where they're chased by ghost pirates. And for Thanksgiving you know John's trying to cook the turkey in the dinner. And then the Christmas one, which is my all time favorite, they go to the farm. They see the the (stutter) parents, and the brother and the grandmother and I'm just a sucker for Garfield.  So [FILLER_WORD] highly recommend it. It is the three hilarious Garfield Holiday DVD special and it's on DVD.	4.435
Corbitt here reviewing the movie out in theaters currently called Borat.  Borat is rated R and it's  starring a actor named Boren Sacha Cohen. He actually got his popularity on his show on HBO called Da Ali G show and basically what he does is he impersonates three characters, one of them being Borat, a person from another country who comes to America to supposedly  learn about it. What he does is he basically gets into weird situations and  [FILLER_WORD] he acts like a foreigner basically who's not very smart or very intelligent compared to the US people.  That's really all I'm gonna say cause I don't wanna spoil the movie. But let's just say he gets in some pretty sticky situations and   the thing about the movie is it's all pretty much reality.  [FILLER_WORD] It's hard to tell which ones are staged and which ones are actually reality out in the open.  [FILLER_WORD] But it's a great movie, it'll have you think about that. It's pretty  racist and sexist and all that kind of things but if you're willing to look past that, you're looking to see a great movie. Check it out, Borat.	4.243
This is my movie review of the Clockwork Orange, filmed in nineteen-seventy-one [FILLER_WORD] by Stanley Kubrick, and he based it on the novel of Anthony Burgess. It is the most messed up movie. [FILLER_WORD] It has so many extraordinary visual images, music, words, feelings [FILLER_WORD] those who have watched it will also agree that you will never,  ever feel the same about Singing in the Rain, that song, that delightful tap dancing song, Fred Astaire, you will never hear that in the same way again. (stutter) Essentially it's about the future, this punk who goes out and he's a punk. He beats people up, he  does all sorts of horrible things to them and once he's found, captured, they try to reform him by [FILLER_WORD] doing kind of, almost torturing him to try to get him to be more of a good person and  it is just such a fascinatingly weird movie, and if you haven't seen the Clockwork Clockwork (stutter) Orange I would recommend it. It's about two hours long, it's definitely rated R, do not have your children in the room when you watch this.  This is my review on Clockwork Orange.	5.0
This is Anne of Green Gables The Sequel   featuring Megan Follows and Colleen Dewhurst. It is the followup to Anne of Green Gables.   It is very long. It runs about four hours because it was made for television.   This is kind of hard to find. I purchased it on Amazon, and it was almost like four months to get to me. But it is a wonderful movie. Even Anne of Green Gables, if you have not seen these I would highly recommend them. They're filmed in Prince Edward Island, Canada.   The scenery alone is gorgeous.   [FILLER_WORD] the sequel follows Anne who goes to a teaching school   to be a teacher. And it's a private school for girls.   And just the the (stutter) hilarity that happens with her and the new girls that are in her class. And of course,   [FILLER_WORD] her love affair with Gilbert Blythe. It is such a romantic movie. It is rated, probably, G just because it's it's (stutter), you can watch it with the whole family. When my daughter's a little bit older, I will definitely watch this with her.   This is such a fantastic movie and it's so heartwarming. And this is my version [FILLER_WORD] review of Anne of Green Gables The Sequel.	6.055
Hi, I'm going to review for you today the movie Borat: Cultural Learnings of America to Make Benefit Glorious Nation of Kazakhstan.  [FILLER_WORD] This is really a hilarious movie, if you've ever seen any of Cohen's stuff. He does Ali G and Borat's like a recurring character,   and he's just like a brilliant guy who does most of his jokes like on the spot, (stutter) not scripted at all.   But this movie kind of has a little bit of a plot but   a lot of stuff is really great because he interviews people who don't really know what's going on, or who he is and it's hilarious and I highly recommend it if you like this kind of humor at all, cause it just really, it shows off a lot of America and   just cultural differences and it's really hilarious. I recommend it.	5.745
